,Position,Oral,Written,Race,Combine,Class
0,Captain,87.21566453780807,83.99761939749338,W,79.66425633314287,1
1,Captain,70.84386017460437,83.99761939749338,W,79.66425633314287,1
2,Captain,70.94730765093215,81.99658376896281,W,78.38532387572862,1
3,Captain,87.21566453780807,71.99237505946937,W,72.73448709161096,1
4,Captain,70.47432701896803,74.9887852289595,W,72.73448709161096,1
5,Captain,80.4294510711076,81.99658376896281,H,79.66425633314287,1
6,Captain,68.87644425242212,73.99885127817828,W,72.22867903030306,1
7,Captain,70.94730765093215,83.99761939749338,H,78.38532387572862,1
8,Captain,67.6202746375681,72.99275250825623,W,72.22867903030306,1
9,Captain,77.50737622275263,67.99399508039252,W,71.82373773846838,1
10,Captain,80.4294510711076,67.00595340908406,W,69.14635752802549,1
11,Captain,70.84386017460437,70.99868508277557,W,69.14635752802549,1
12,Captain,87.21566453780807,73.99885127817828,H,76.0136197883054,1
13,Captain,68.87644425242212,71.99592745347363,W,68.19503252740566,1
14,Captain,70.47432701896803,69.98632816588353,W,68.19503252740566,1
15,Captain,87.21566453780807,72.99275250825623,B,76.0136197883054,1
16,Captain,65.82314080938379,69.98632816588353,W,66.29756665216932,1
17,Captain,60.830213637263675,71.99237505946937,W,66.29756665216932,1
18,Captain,68.87644425242212,81.99658376896281,B,71.82373773846838,1
19,Captain,77.50737622275263,63.99252095398726,W,65.01405865291915,1
20,Captain,54.77847364693643,72.99275250825623,W,63.27170565991959,1
21,Captain,70.94730765093215,72.98758852946776,B,69.14635752802549,1
22,Captain,56.469275278795585,70.99868508277557,W,62.42481942256817,0
23,Captain,70.83259131067354,63.99252095398726,W,62.42481942256817,0
24,Captain,60.830213637263675,66.01802808137361,W,60.78909940109105,0
25,Captain,60.830213637263675,66.994905926822,W,60.78909940109105,0
26,Captain,55.84446421836617,71.01189594730567,W,60.78909940109105,0
27,Captain,68.87644425242212,74.9887852289595,H,71.82373773846838,0
28,Captain,54.77847364693643,71.01189594730567,W,59.4526262274649,0
29,Captain,51.67302450718899,82.00645753489754,B,68.19503252740566,0
30,Captain,70.83259131067354,65.00953225704475,H,65.88123122282519,0
31,Captain,52.92854095150891,66.01802808137361,W,57.34982368525659,0
32,Captain,67.6202746375681,64.99089129394557,H,62.42481942256817,0
33,Captain,45.42740901758084,67.00595340908406,W,57.26488751843768,0
34,Captain,67.6202746375681,66.01802808137361,B,62.78051084743158,0
35,Captain,65.82314080938379,59.00763738565922,H,59.4526262274649,0
36,Captain,70.47432701896803,63.99252095398726,B,60.708356198477,0
37,Captain,51.67302450718899,67.00595340908406,H,57.34982368525659,0
38,Captain,51.67302450718899,57.98011912683857,W,54.13572280487776,0
39,Captain,59.98872469322649,64.99089129394557,B,57.34982368525659,0
40,Captain,54.77847364693643,59.00763738565922,B,54.72235434531896,0
41,Lieutenant,87.21566453780807,82.00645753489754,W,79.66425633314287,1
42,Lieutenant,80.4294510711076,81.99658376896281,W,78.38532387572862,1
43,Lieutenant,70.83259131067354,82.00645753489754,W,78.38532387572862,1
44,Lieutenant,77.50737622275263,73.99885127817828,W,76.0136197883054,1
45,Lieutenant,70.94730765093215,81.99658376896281,W,76.0136197883054,1
46,Lieutenant,67.6202746375681,82.00645753489754,W,76.0136197883054,1
47,Lieutenant,70.94730765093215,74.9887852289595,W,74.32517318619735,1
48,Lieutenant,65.82314080938379,82.00117121669285,W,74.32517318619735,1
49,Lieutenant,56.469275278795585,83.99761939749338,W,74.32517318619735,1
50,Lieutenant,59.98872469322649,82.00117121669285,W,72.73448709161096,1
51,Lieutenant,59.98872469322649,74.9887852289595,W,72.22867903030306,1
52,Lieutenant,66.24754519096233,72.99275250825623,W,71.82373773846838,1
53,Lieutenant,55.84446421836617,82.00117121669285,W,71.82373773846838,1
54,Lieutenant,77.50737622275263,82.00117121669285,B,79.66425633314287,1
55,Lieutenant,61.25622942445447,83.99761939749338,B,79.66425633314287,1
56,Lieutenant,80.4294510711076,73.99885127817828,B,78.38532387572862,1
57,Lieutenant,68.87644425242212,71.99592745347363,W,69.14635752802549,1
58,Lieutenant,56.469275278795585,73.99885127817828,W,68.19503252740566,1
59,Lieutenant,80.4294510711076,65.00953225704475,W,66.29756665216932,1
60,Lieutenant,65.82314080938379,83.99761939749338,B,74.32517318619735,1
61,Lieutenant,70.83259131067354,67.99399508039252,W,65.88123122282519,1
62,Lieutenant,70.84386017460437,74.9887852289595,B,72.73448709161096,1
63,Lieutenant,59.98872469322649,71.99237505946937,W,65.88123122282519,1
64,Lieutenant,87.21566453780807,67.99399508039252,B,72.22867903030306,1
65,Lieutenant,65.82314080938379,68.01254007772337,W,65.88123122282519,1
66,Lieutenant,66.24754519096233,67.99399508039252,W,65.01405865291915,1
67,Lieutenant,60.830213637263675,82.00645753489754,H,74.32517318619735,1
68,Lieutenant,70.84386017460437,71.99237505946937,H,72.73448709161096,1
69,Lieutenant,58.75574724397025,69.98632816588353,W,63.27170565991959,1
70,Lieutenant,55.003134678763985,72.98758852946776,W,63.27170565991959,1
71,Lieutenant,59.98872469322649,82.00117121669285,H,72.22867903030306,1
72,Lieutenant,70.47432701896803,65.00953225704475,W,62.78051084743158,1
73,Lieutenant,67.6202746375681,66.994905926822,W,62.78051084743158,1
74,Lieutenant,61.25622942445447,66.994905926822,W,62.78051084743158,1
75,Lieutenant,58.75574724397025,68.01254007772337,W,62.42481942256817,0
76,Lieutenant,77.50737622275263,67.99399508039252,H,69.14635752802549,0
77,Lieutenant,66.24754519096233,65.00953225704475,W,60.708356198477,0
78,Lieutenant,55.003134678763985,71.99592745347363,W,60.708356198477,0
79,Lieutenant,51.67302450718899,72.98758852946776,W,60.708356198477,0
80,Lieutenant,70.47432701896803,71.99592745347363,H,68.19503252740566,0
81,Lieutenant,51.67302450718899,72.98758852946776,W,59.4526262274649,0
82,Lieutenant,70.83259131067354,71.99592745347363,B,69.14635752802549,0
83,Lieutenant,58.75574724397025,67.00595340908406,W,59.4526262274649,0
84,Lieutenant,70.84386017460437,59.00763738565922,W,59.29940658917404,0
85,Lieutenant,61.25622942445447,72.99275250825623,H,66.29756665216932,0
86,Lieutenant,52.92854095150891,68.01254007772337,W,59.29940658917404,0
87,Lieutenant,66.24754519096233,71.99237505946937,B,66.29756665216932,0
88,Lieutenant,50.414717166045946,71.01189594730567,W,59.29940658917404,0
89,Lieutenant,66.24754519096233,69.98632816588353,H,65.01405865291915,0
90,Lieutenant,68.87644425242212,68.01254007772337,B,65.88123122282519,0
91,Lieutenant,58.75574724397025,70.99868508277557,H,63.27170565991959,0
92,Lieutenant,61.25622942445447,57.98011912683857,W,57.34982368525659,0
93,Lieutenant,55.84446421836617,71.01189594730567,H,62.78051084743158,0
94,Lieutenant,54.77847364693643,64.99089129394557,W,57.34982368525659,0
95,Lieutenant,56.469275278795585,70.99868508277557,B,65.01405865291915,0
96,Lieutenant,56.469275278795585,71.01189594730567,B,63.27170565991959,0
97,Lieutenant,50.414717166045946,72.98758852946776,H,60.78909940109105,0
98,Lieutenant,56.469275278795585,66.994905926822,H,60.708356198477,0
99,Lieutenant,55.003134678763985,69.98632816588353,B,62.42481942256817,0
100,Lieutenant,45.42740901758084,72.98758852946776,B,60.78909940109105,0
101,Lieutenant,50.414717166045946,66.01802808137361,W,57.26488751843768,0
102,Lieutenant,55.84446421836617,59.00763738565922,W,57.26488751843768,0
103,Lieutenant,54.77847364693643,68.01254007772337,H,59.29940658917404,0
104,Lieutenant,60.830213637263675,67.00595340908406,B,60.78909940109105,0
105,Lieutenant,55.003134678763985,57.98011912683857,W,54.72235434531896,0
106,Lieutenant,50.414717166045946,63.99252095398726,W,54.72235434531896,0
107,Lieutenant,45.42740901758084,64.99089129394557,W,54.72235434531896,0
108,Lieutenant,52.92854095150891,66.01802808137361,H,57.26488751843768,0
109,Lieutenant,45.42740901758084,64.99089129394557,W,54.13572280487776,0
110,Lieutenant,55.84446421836617,67.00595340908406,B,59.4526262274649,0
111,Lieutenant,52.92854095150891,59.00763738565922,W,54.13572280487776,0
112,Lieutenant,58.75574724397025,65.00953225704475,B,59.29940658917404,0
113,Lieutenant,45.42740901758084,63.99252095398726,H,54.72235434531896,0
114,Lieutenant,50.414717166045946,66.994905926822,B,57.26488751843768,0
115,Lieutenant,55.003134678763985,57.98011912683857,H,54.13572280487776,0
116,Lieutenant,52.92854095150891,57.98011912683857,B,54.13572280487776,0
117,Lieutenant,45.42740901758084,57.98011912683857,B,54.13572280487776,0
