,Position,Oral,Written,Race,Combine,Class
0,Captain,90.62141596446952,90.49581959132922,W,85.5629570300838,1
1,Captain,75.41848019090338,89.48634166355944,W,83.71577802911062,1
2,Captain,79.75370621637094,81.49927475974845,W,80.63076230620112,1
3,Captain,85.47044318861879,73.00474286560743,W,76.63877838575607,1
4,Captain,72.50166560998379,79.00278604892247,W,76.34890327251516,1
5,Captain,79.75370621637094,86.49220857794876,O,85.5629570300838,1
6,Captain,71.90174528143984,77.49735604890746,W,75.38023011763912,1
7,Captain,74.2262436831574,89.48634166355944,O,83.71577802911062,1
8,Captain,70.03628261501848,76.9775079955223,W,74.48919567301448,1
9,Captain,79.75370621637094,68.75029045509422,W,73.63573723900419,1
10,Captain,83.99267203751323,66.5000913028844,W,72.8217940495682,1
11,Captain,75.41848019090338,70.50480610975816,W,72.77367374507253,1
12,Captain,83.27033616379208,79.00278604892247,O,80.19672757207307,1
13,Captain,70.03628261501848,74.50054698344667,W,71.99888731200298,1
14,Captain,72.50166560998379,69.9957182263125,W,71.11633662055758,1
15,Captain,85.47044318861879,72.99901823423605,O,78.83748452575382,1
16,Captain,67.08613895155898,70.00101114319713,W,70.22746903242671,1
17,Captain,63.580012311990856,72.99405696595764,W,69.72258421257398,1
18,Captain,72.50166560998379,79.00175261834525,O,76.34890327251516,1
19,Captain,76.66693318000712,59.50745852075361,W,67.30530423147123,1
20,Captain,53.95806679580231,76.98646048425931,W,66.88627983323306,1
21,Captain,76.66693318000712,73.00474286560743,O,73.63573723900419,1
22,Captain,58.555447912574095,71.50468067860719,W,65.38273285916497,0
23,Captain,74.2262436831574,59.50745852075361,W,65.26242930876475,0
24,Captain,64.4645659633839,64.50044478782547,W,64.88245535525311,0
25,Captain,64.4645659633839,64.00670167754197,W,65.07234445224162,0
26,Captain,56.6387379427367,72.0000271733069,W,64.65777391658968,0
27,Captain,66.90265994338759,80.74630766414174,O,72.8217940495682,0
28,Captain,54.40264793500168,71.00452711453511,W,62.86763676762192,0
29,Captain,55.56568711044159,82.01286237460567,O,71.11633662055758,0
30,Captain,70.65327604397544,68.75029045509422,O,69.72258421257398,0
31,Captain,53.49235187434326,66.24640330587522,W,60.581354294577295,0
32,Captain,65.1114065154139,68.4973169324074,O,66.5656658647059,0
33,Captain,45.53362296513209,66.24640330587522,W,57.59092588613776,0
34,Captain,71.90174528143984,60.99318966752672,O,65.07234445224162,0
35,Captain,63.580012311990856,64.50044478782547,O,64.2804150220002,0
36,Captain,74.82390877488002,54.99490671708106,O,62.86763676762192,0
37,Captain,46.4326010819577,71.00452711453511,O,62.20539472000861,0
38,Captain,49.4888939603214,53.49776717749789,W,51.20719239667485,0
39,Captain,66.4695690327519,57.499132867729145,O,58.95130721106482,0
40,Captain,58.555447912574095,53.749169130723004,O,54.435393975514394,0
41,Lieutenant,90.62141596446952,86.49220857794876,W,85.5629570300838,1
42,Lieutenant,83.27033616379208,82.01286237460567,W,81.49759379673691,1
43,Lieutenant,73.33875952505959,86.49521599502346,W,81.49759379673691,1
44,Lieutenant,81.24658814273397,78.73640090764482,W,80.19672757207307,1
45,Lieutenant,75.4067630792392,80.74630766414174,W,80.07032405270866,1
46,Lieutenant,69.79797720073398,86.50251357485226,W,80.07032405270866,1
47,Lieutenant,75.83473701520572,79.00175261834525,W,78.83748452575382,1
48,Lieutenant,66.90265994338759,84.50471206735114,W,78.51956913302826,1
49,Lieutenant,59.58698704329941,90.49581959132922,W,77.46547592919214,1
50,Lieutenant,61.88410815328852,86.50251357485226,W,77.46547592919214,1
51,Lieutenant,63.1269874915627,80.74630766414174,W,75.38023011763912,1
52,Lieutenant,67.50262966164107,76.9775079955223,W,74.38759050379258,1
53,Lieutenant,55.83223630263426,84.50471206735114,W,73.63573723900419,1
54,Lieutenant,81.24658814273397,81.49927475974845,O,81.49759379673691,1
55,Lieutenant,67.50262966164107,90.49581959132922,O,80.63076230620112,1
56,Lieutenant,83.99267203751323,76.9775079955223,O,80.07032405270866,1
57,Lieutenant,70.65327604397544,73.9955599624345,W,71.99888731200298,1
58,Lieutenant,59.15742544722339,78.73640090764482,W,71.23692164628315,1
59,Lieutenant,83.99267203751323,62.00509788763093,W,70.22746903242671,1
60,Lieutenant,69.79797720073398,84.50471206735114,O,78.51956913302826,1
61,Lieutenant,74.2262436831574,66.74876889009201,W,69.41346964326092,1
62,Lieutenant,75.4067630792392,78.73640090764482,O,77.46547592919214,1
63,Lieutenant,61.88410815328852,72.99901823423605,W,68.6165674708372,1
64,Lieutenant,90.62141596446952,63.24511459878379,O,76.63877838575607,1
65,Lieutenant,66.4695690327519,68.4973169324074,W,68.6165674708372,1
66,Lieutenant,66.4695690327519,67.99065184189368,W,67.80210873320105,1
67,Lieutenant,59.15742544722339,86.50251357485226,O,75.38023011763912,1
68,Lieutenant,73.33875952505959,75.50142665506974,O,74.48919567301448,1
69,Lieutenant,61.03661806528048,70.00101114319713,W,66.5656658647059,1
70,Lieutenant,55.10044716614179,74.50054698344667,W,66.88627983323306,1
71,Lieutenant,56.6387379427367,86.49521599502346,O,74.38759050379258,1
72,Lieutenant,73.3259772351378,62.001830391138824,W,65.83051171638712,1
73,Lieutenant,67.50262966164107,63.24511459878379,W,65.53874410840413,1
74,Lieutenant,65.2163171261783,66.74876889009201,W,65.53874410840413,1
75,Lieutenant,60.20139428517178,68.75029045509422,W,65.07234445224162,0
76,Lieutenant,75.83473701520572,72.0000271733069,O,72.77367374507253,0
77,Lieutenant,68.12597057243354,60.99318966752672,W,64.2804150220002,0
78,Lieutenant,55.56568711044159,72.99901823423605,W,64.2804150220002,0
79,Lieutenant,48.53142193456321,76.00315328275272,W,63.90431875032226,0
80,Lieutenant,68.12597057243354,76.00315328275272,O,71.99888731200298,0
81,Lieutenant,49.4888939603214,75.50142665506974,W,63.595178636486686,0
82,Lieutenant,75.41848019090338,69.01205673122152,O,71.23692164628315,0
83,Lieutenant,59.58698704329941,66.50445191710547,W,62.86763676762192,0
84,Lieutenant,74.82390877488002,53.749169130723004,W,62.20539472000861,0
85,Lieutenant,61.03661806528048,77.49735604890746,O,70.22746903242671,0
86,Lieutenant,52.703201120340765,69.01205673122152,W,61.531035409504405,0
87,Lieutenant,70.03628261501848,67.99065184189368,O,69.41346964326092,0
88,Lieutenant,46.4326010819577,71.50468067860719,W,60.581354294577295,0
89,Lieutenant,64.4645659633839,72.99405696595764,O,68.6165674708372,0
90,Lieutenant,73.3259772351378,64.00670167754197,O,67.80210873320105,0
91,Lieutenant,54.40264793500168,74.50054698344667,O,67.30530423147123,0
92,Lieutenant,65.1114065154139,51.74473872208945,W,59.68784228209256,0
93,Lieutenant,52.703201120340765,73.9955599624345,O,66.88627983323306,0
94,Lieutenant,53.49235187434326,61.99323073594062,W,58.95130721106482,0
95,Lieutenant,63.1269874915627,66.74876889009201,O,65.83051171638712,0
96,Lieutenant,61.88410815328852,66.24640330587522,O,65.53874410840413,0
97,Lieutenant,45.53362296513209,76.98646048425931,O,65.38273285916497,0
98,Lieutenant,53.49235187434326,70.50480610975816,O,65.26242930876475,0
99,Lieutenant,59.58698704329941,66.50445191710547,O,64.88245535525311,0
100,Lieutenant,53.95806679580231,70.00101114319713,O,64.65777391658968,0
101,Lieutenant,46.4326010819577,63.24511459878379,W,57.59092588613776,0
102,Lieutenant,56.6387379427367,54.99490671708106,W,57.219597400004886,0
103,Lieutenant,49.4888939603214,71.50468067860719,O,63.90431875032226,0
104,Lieutenant,67.08613895155898,61.99323073594062,O,63.595178636486686,0
105,Lieutenant,55.10044716614179,53.749169130723004,W,56.05518083490513,0
106,Lieutenant,47.6985730731062,57.499132867729145,W,54.435393975514394,0
107,Lieutenant,42.91856188087536,61.99323073594062,W,54.435393975514394,0
108,Lieutenant,47.6985730731062,69.9957182263125,O,61.531035409504405,0
109,Lieutenant,42.91856188087536,60.49984830331481,W,53.86532749442519,0
110,Lieutenant,60.20139428517178,62.00509788763093,O,60.581354294577295,0
111,Lieutenant,51.44463267227951,51.74473872208945,W,51.20719239667485,0
112,Lieutenant,65.2163171261783,59.50745852075361,O,59.68784228209256,0
113,Lieutenant,42.91856188087536,66.5000913028844,O,57.59092588613776,0
114,Lieutenant,55.10044716614179,60.49984830331481,O,57.219597400004886,0
115,Lieutenant,51.44463267227951,62.001830391138824,O,56.05518083490513,0
116,Lieutenant,55.83223630263426,53.49776717749789,O,53.86532749442519,0
117,Lieutenant,48.53142193456321,51.74473872208945,O,51.20719239667485,0
