,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
0,GP,F,17.993856686396967,U,GT3,A,3.997271529892916,4.016089628973711,at_home,teacher,course,mother,2.0030014093637227,1.9975902313054146,7.725643759156004e-05,yes,no,no,no,yes,yes,no,no,3.9996425712843067,2.9990709547071823,4.004245938926621,0.9910921108685831,0.9960192473951888,3.4932638458111476,4.0056727932221445,3.2403212837530644,11.007887997821186,0
1,GP,F,17.01575684486226,U,GT3,T,1.5015034149707607,1.4941680295241024,at_home,other,course,father,0.9821734804180918,1.9989797583108457,-0.0015253949224480715,no,yes,no,no,no,yes,yes,no,4.988765110080523,3.4994943481897343,2.9903795099753845,1.5000545678116541,0.9938036178702371,3.5139766955459235,1.9835486078097468,8.49908279975319,10.503798215574138,0
2,GP,F,14.999157681959339,U,LE3,T,0.9954641002159965,0.9863582249082247,at_home,other,other,mother,1.007782823031426,1.4973167916268615,-0.010700823511342147,yes,no,no,no,yes,yes,yes,no,4.501183608433995,3.4988262282355995,2.0017699411420207,2.492782847797057,3.496914252919082,3.0072837184319785,6.005372391002716,11.515914394672674,12.496437340587551,1
3,GP,F,15.003265236862633,U,GT3,T,3.747397792652129,2.0153669483069594,health,services,home,mother,1.0022808829719543,3.009457501289668,-0.013311513620586479,no,yes,no,yes,yes,yes,yes,yes,3.002367169415963,2.0098260608865086,2.0075414286024698,0.9740101652342161,1.4980325136484,4.991465005501922,0.0051880750545315185,13.50232684567024,14.000521899928778,1
4,GP,F,15.995542235525807,U,GT3,T,3.0029023310018568,2.99932521174017,other,other,home,father,0.989356367423087,2.0041705482741063,-0.014012022551544535,no,yes,no,no,yes,yes,no,no,4.003313652792814,2.996943924992816,2.016598870049107,1.003489328933448,3.0069785490190304,5.0109080793175265,0.002876412988562983,10.493919008985117,12.486736128009877,1
5,GP,M,16.014955614289896,U,LE3,T,3.9985418254150478,3.0094849802153094,services,other,reputation,mother,0.9824886950383331,2.008787043069824,0.012048148090342558,no,yes,no,yes,yes,yes,yes,no,4.497784149126881,4.008388268237504,1.9827669377005015,0.9928477819186079,1.4943343478747357,5.0200274798292845,5.006660269285932,11.992691199254985,12.507028135227891,1
6,GP,M,15.995701838937677,U,LE3,T,2.0038673709616206,1.993400915389083,other,other,home,mother,1.0007219031325951,1.9863623240667931,-0.02355474381024649,no,no,no,no,yes,yes,yes,no,3.4992132286892597,3.9907961998962675,3.9885510437880445,1.0023339293509257,0.9911137730017747,2.5036642260776696,0.002245552761930835,13.49536018684691,12.501729748305717,1
7,GP,F,17.00342724661627,U,GT3,A,3.995307727463693,3.99062752759418,other,teacher,home,mother,1.997728185320426,1.5077740095381333,0.010382642118399942,yes,yes,no,no,yes,yes,no,no,4.004184327328903,1.5011824419531745,4.502152637716129,2.004491635319943,0.9874635038582812,1.4980810723722424,3.002105613196797,9.509834602714323,12.993268198345628,1
8,GP,M,15.012619860651066,U,LE3,A,2.5088248454226356,1.9942400155470548,services,other,home,mother,0.9967897781178778,2.0031226674324083,-0.000845771146969623,no,yes,no,no,yes,yes,yes,no,3.985392833756945,1.9990951261874914,1.9998331026439002,1.005378030613954,0.9984220610173737,0.9994396125636307,0.004244085878444143,15.000132178108677,16.491896706849875,1
9,GP,M,14.976501520354685,U,GT3,T,2.9945839484902796,4.016089628973711,other,other,home,mother,0.9759724485918699,2.0006372744559426,0.0013601122563553939,no,yes,no,yes,yes,yes,yes,no,5.002758467805366,4.992611311616624,0.9912760152533604,0.9998938675786495,0.9918451629781502,4.989797111969144,0.0017199579727162028,12.505076723281958,12.501670373640948,1
10,GP,F,14.994389247372347,U,GT3,T,3.999722807086788,3.9965686479490343,teacher,health,reputation,mother,1.0040323411937666,2.0036122632150204,0.023326557783158678,no,yes,no,no,yes,yes,yes,no,2.993576581808054,2.9960948074545657,3.0143498556161825,1.5041693192848515,2.503082463537303,2.492393596033721,2.0066190727071467,13.48296816807098,13.510438776750188,1
11,GP,F,14.994917011276678,U,GT3,T,1.9942869110237247,1.0049683965220444,services,other,reputation,father,2.9903267198997048,2.5036224506754046,0.002267589910694383,no,yes,no,yes,yes,yes,yes,no,5.015579974290098,2.5027212275964748,1.9925914784334404,0.9957776277707576,1.5028962070258822,4.003968316435905,0.010635820147530246,9.997592204371045,11.504925919444714,1
12,GP,M,15.011464192650738,U,LE3,T,3.4901628798131776,3.501100393102332,health,services,course,father,1.0154370377547917,0.9958730743961806,0.006844385565270847,no,yes,no,yes,yes,yes,yes,no,4.004329750245054,2.483266230544216,3.004930120936654,0.9980804281975759,2.488626090588515,5.005832619150237,0.008874270253793833,12.483323712032675,13.50032423372233,1
13,GP,M,15.49927898444493,U,GT3,T,3.9927247521160636,2.50643284557788,teacher,other,course,mother,2.014428085997655,1.9939406905936898,-0.002456704435059166,no,yes,no,no,yes,yes,yes,no,4.99785328686866,3.5047766431230762,3.000622840888152,1.0005247973880387,1.5109699532457084,2.5080928216574168,0.006141698256570049,12.494845130479195,12.00123598953828,1
14,GP,M,15.50508489166847,U,GT3,A,1.9849001264955861,1.4986924880662906,other,other,home,other,1.0077083934656093,3.0027674199936296,-0.011651256119019453,no,yes,no,no,yes,yes,yes,yes,3.9932175057071846,4.996224155077545,1.994801485093379,1.0141624284757413,0.9978554165754729,2.4957454287981573,-0.010379359592601781,14.506899730935746,14.489863310764534,1
15,GP,F,16.012803186852096,U,GT3,T,4.013015037962241,3.9950472006394886,health,other,home,mother,0.9934612878141,0.998391582354111,0.008562738076413286,no,yes,no,no,yes,yes,yes,no,4.002668835910452,4.502766832960738,4.502838123774307,0.9931161019913084,2.995067202196703,1.997650434942724,7.00165205123343,16.498540534552873,16.506743290250718,1
16,GP,F,16.01369971266378,U,GT3,T,4.0022280715068375,4.01440782778945,services,services,reputation,mother,1.0006591585360574,2.5110901870522415,0.5014744109809907,no,yes,no,yes,yes,yes,yes,no,3.009860208300805,2.49150326065954,3.012416535791192,1.5102839102089225,2.5092590210156365,2.50457366021829,9.990024913414109,12.510392989731837,12.499164916792978,1
17,GP,F,15.498882371209751,U,GT3,T,3.0053310655760126,3.006266787764882,other,other,reputation,mother,3.008941152668839,1.9991335647003101,0.005789223846974306,yes,yes,no,yes,yes,yes,no,no,5.0031943993704715,2.9908334132588763,1.9979225906735243,0.9804126302701658,0.9978554165754729,4.491997935227082,1.9936144150874628,12.496837348647112,14.001329660815014,1
18,GP,M,16.99733221211587,U,GT3,T,2.4918567336391773,2.016617313138336,services,services,course,mother,0.990884148148907,1.497517344294584,2.494754243927028,no,yes,yes,yes,yes,yes,yes,no,5.013793247606551,5.006884137096366,5.0115211166141655,1.5026535695284218,3.507009212555154,4.493653337127364,2.002898734464996,8.49908279975319,7.9898365980746435,0
19,GP,M,16.502313596103257,U,LE3,T,4.005436666750681,2.995789420247241,health,other,home,father,0.9982341728107177,1.4973167916268615,-0.011988828658081378,no,no,no,yes,yes,yes,yes,no,3.002367169415963,0.9816390110707469,2.994302785941345,0.996124755220881,2.485474112252829,4.995428579184662,5.500809821989358,12.491700813114022,12.507676432977723,1
20,GP,M,14.994389247372347,U,GT3,T,4.009555024329936,2.9888665322724552,teacher,other,reputation,mother,0.9934612878141,2.0086956682867916,-0.018845902778384403,no,no,no,no,yes,yes,yes,no,3.485702403571426,3.9901958010967618,0.9933006272630074,1.0083645251024174,1.0010009851153174,0.9936538695705419,-0.0073936171965242655,12.504706839129197,13.000094129718704,1
