,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
0,GP,F,17.978698958481345,U,GT3,A,4.0042905813191325,4.020732051156321,at_home,teacher,course,mother,2.004546485754026,1.49792516794317,0.007699434929548926,yes,no,no,no,yes,yes,no,no,4.0032333569661045,3.500124215361864,4.501929946784855,0.9975965224481524,1.0094325511643807,3.49885923790545,4.00371403073529,3.2499880500851157,10.489419510730448,0
1,GP,F,17.000714683677238,U,GT3,T,0.9896830587846286,0.9972632969598072,at_home,other,course,father,0.9983471095256122,1.4969358451184231,-0.0024849639798117983,no,yes,no,no,no,yes,yes,no,5.005340296199855,3.488768230871657,2.9981060109282667,1.510388345182958,1.494539029765706,3.512862237740298,2.988922375860928,8.497387263241146,10.504727495469934,0
2,GP,F,15.004873568963962,U,LE3,T,1.5038884057143649,1.0057294850322296,at_home,other,other,mother,1.0195153649538753,1.492291055860599,-0.009170584322833276,yes,no,no,no,yes,yes,yes,no,3.9871249782835423,2.9993724258176435,2.011642294936577,2.998239084065961,3.499558201496984,3.003313840974074,7.006688283132997,11.50682310183338,13.0051166445272,1
3,GP,F,15.004873568963962,U,GT3,T,3.7467891280055,1.9999174842084315,health,services,home,mother,0.9965333622535422,3.003746840696179,0.005470160719579849,no,yes,no,yes,yes,yes,yes,yes,2.996661223956737,2.494366755770022,2.0125598955628767,1.4944916337713179,0.9789649736301221,5.004816972109209,0.006099646848010553,14.008015170158853,13.501595156742287,1
4,GP,F,16.006466016234214,U,GT3,T,2.992292257426891,3.0015645434152853,other,other,home,father,0.9980425083818609,2.0154633095562877,-0.011323138703299936,no,yes,no,no,yes,yes,no,no,3.9972060255187962,2.989158393466801,2.003063274920759,1.512090586873743,2.4979282643863936,5.012399243334206,0.0044098898938988735,10.49922600771114,12.515713135656918,1
5,GP,M,15.989959341398318,U,LE3,T,4.000702171440183,2.9922095509405002,services,other,reputation,mother,0.9975930234356122,1.9970632375722177,-0.000842536669631799,no,yes,no,yes,yes,yes,yes,no,5.007469428604185,4.006705117922342,2.0049972105971996,1.00445120593854,1.4921572388877973,5.016145880385382,6.008221886737102,12.50037461732562,12.500878661396154,1
6,GP,M,16.0057839952809,U,LE3,T,1.995513744086767,2.000658905784184,other,other,home,mother,0.9909264292672847,2.0033119665785937,0.0035001967230364637,no,no,no,no,yes,yes,yes,no,4.001432485002383,3.5008553966870517,4.01367640625633,1.0054431886527002,1.0001104507454504,2.4914150120902665,-0.003992004855672633,13.500131751950438,12.491778333876702,1
7,GP,F,16.25302788241613,U,GT3,A,3.9998636645427132,4.005898086359016,other,teacher,home,mother,2.505105057727456,1.5017295100239418,-0.005130612886838678,yes,yes,no,no,yes,yes,no,no,4.0074413682800305,1.5005198604983085,3.988662087545748,1.498455158164071,0.9890493465656636,1.0052425753933867,1.9854716874542522,9.502946946863045,13.001594516482642,1
8,GP,M,15.008705625172684,U,LE3,A,3.0048104660455697,1.9872360963641045,services,other,home,mother,0.9877119400750782,2.0009786194789134,0.010515977288890137,no,yes,no,no,yes,yes,yes,no,4.000745658387525,1.9932811132080306,2.0097770864469635,1.0004822738953658,0.9934303648773906,1.0019372459519627,0.005520999992859607,14.994365991707493,16.51175833534024,1
9,GP,M,15.496216400037575,U,GT3,T,2.5046124107694294,3.9962726517949925,other,other,home,mother,0.9873751060581413,2.5011207362420684,0.004371359005767258,no,yes,no,yes,yes,yes,yes,no,4.994648217119352,4.99852495255603,0.9962182904307548,0.9922876362130795,1.0094325511643807,4.4934002218706075,-0.004912868482463514,12.503443854751655,12.523938088197621,1
10,GP,F,14.995422060907636,U,GT3,T,3.9957358048501694,4.001188809876837,teacher,health,reputation,mother,1.0205897530582755,1.4999600868030707,0.009875631290162126,no,yes,no,no,yes,yes,yes,no,3.4978143861322977,2.9838301472228372,2.9852296084489183,0.9957126113901859,2.4988983292911198,2.4947074284151842,1.9954067436454626,13.503269749406456,13.502732323439528,1
11,GP,F,15.011506938721581,U,GT3,T,1.9895202384160182,0.9955163518067827,services,other,reputation,father,3.4938043052031396,2.9962119496849535,-0.012132350756735324,no,yes,no,yes,yes,yes,yes,no,5.0018026897575485,2.001708155896479,2.0034559330322295,0.978962570505919,0.9934303648773906,4.007646502586453,-0.004550249487200396,9.508477252472673,11.501113160472304,1
12,GP,M,14.992821744679835,U,LE3,T,4.024820678035624,3.4927272046119793,health,services,course,father,1.0133359745566057,1.0052719798705896,-0.009170584322833276,no,yes,no,yes,yes,yes,yes,no,3.9957006963343167,3.0001222106208436,2.9865906147051127,1.0024690287431484,2.5057196425706296,4.483134476753468,0.009550305130600529,12.007535979074428,13.501595156742287,1
13,GP,M,14.995422060907636,U,GT3,T,3.500226811885957,2.4961925040624386,teacher,other,course,mother,2.009945316671728,2.4992184589185023,-0.01479499535141586,no,yes,no,no,yes,yes,yes,no,4.993831999780812,4.001514952146643,3.007706668276273,0.9938758460221939,1.5032678637479644,2.5084812929947207,-0.0019362108097530075,12.517555234077124,11.99707716446446,1
14,GP,M,15.000078601880812,U,GT3,A,2.002181677034356,1.9963902908901363,other,other,home,other,0.9933571861295548,3.00575468874077,-0.001868935389583249,no,yes,no,no,yes,yes,yes,yes,4.007314001615272,4.508028941117045,1.991233174387532,0.9946189926795034,0.9972225528109707,2.49750820287196,0.0032897704359153563,14.504248073741858,14.006459798270878,1
